23	test	100	CBTh	in---word	0.1524
23	test	100	CBTh	next-word	0.1765
23	test	100	RBTh	in---word	0.1281
23	test	100	RBTh	next-word	0.2109
23	test	100	CPBTh	in---word	0.1683
23	test	100	CPBTh	next-word	0.1208
23	test	100	RPBTh	in---word	0.1911
23	test	100	RPBTh	next-word	0.1844
23	test	100	STSTh	in---word	0.1644
23	test	100	STSTh	next-word	0.1691
23	test	101	CBTh	in---word	0.2435
23	test	101	CBTh	next-word	0.255
23	test	101	RBTh	in---word	0.2251
23	test	101	RBTh	next-word	0.2587
23	test	101	CPBTh	in---word	0.2427
23	test	101	CPBTh	next-word	0.2766
23	test	101	RPBTh	in---word	0.2423
23	test	101	RPBTh	next-word	0.2445
23	test	101	STSTh	in---word	0.2666
23	test	101	STSTh	next-word	0.2927
23	test	102	CBTh	in---word	0.305
23	test	102	CBTh	next-word	0.2554
23	test	102	RBTh	in---word	0.2913
23	test	102	RBTh	next-word	0.2853
23	test	102	CPBTh	in---word	0.2866
23	test	102	CPBTh	next-word	0.3258
23	test	102	RPBTh	in---word	0.3144
23	test	102	RPBTh	next-word	0.2751
23	test	102	STSTh	in---word	0.3013
23	test	102	STSTh	next-word	0.3557
23	test	103	CBTh	in---word	0.3036
23	test	103	CBTh	next-word	0.3233
23	test	103	RBTh	in---word	0.2984
23	test	103	RBTh	next-word	0.3259
23	test	103	CPBTh	in---word	0.3843
23	test	103	CPBTh	next-word	0.3436
23	test	103	RPBTh	in---word	0.343
23	test	103	RPBTh	next-word	0.3175
23	test	103	STSTh	in---word	0.354
23	test	103	STSTh	next-word	0.3691
23	test	104	CBTh	in---word	0.341
23	test	104	CBTh	next-word	0.3239
23	test	104	RBTh	in---word	0.3053
23	test	104	RBTh	next-word	0.3166
23	test	104	CPBTh	in---word	0.3767
23	test	104	CPBTh	next-word	0.3247
23	test	104	RPBTh	in---word	0.3626
23	test	104	RPBTh	next-word	0.3213
23	test	104	STSTh	in---word	0.3949
23	test	104	STSTh	next-word	0.3258
23	test	105	CBTh	in---word	0.3778
23	test	105	CBTh	next-word	0.3699
23	test	105	RBTh	in---word	0.3604
23	test	105	RBTh	next-word	0.2744
23	test	105	CPBTh	in---word	0.4316
23	test	105	CPBTh	next-word	0.4333
23	test	105	RPBTh	in---word	0.3683
23	test	105	RPBTh	next-word	0.396
23	test	105	STSTh	in---word	0.3884
23	test	105	STSTh	next-word	0.4165
23	test	106	CBTh	in---word	0.3604
23	test	106	CBTh	next-word	0.37
23	test	106	RBTh	in---word	0.358
23	test	106	RBTh	next-word	0.3251
23	test	106	CPBTh	in---word	0.4409
23	test	106	CPBTh	next-word	0.4133
23	test	106	RPBTh	in---word	0.4193
23	test	106	RPBTh	next-word	0.4142
23	test	106	STSTh	in---word	0.4298
23	test	106	STSTh	next-word	0.3923
23	test	107	CBTh	in---word	0.3993
23	test	107	CBTh	next-word	0.3821
23	test	107	RBTh	in---word	0.3773
23	test	107	RBTh	next-word	0.3879
23	test	107	CPBTh	in---word	0.4584
23	test	107	CPBTh	next-word	0.4686
23	test	107	RPBTh	in---word	0.4298
23	test	107	RPBTh	next-word	0.4256
23	test	107	STSTh	in---word	0.4218
23	test	107	STSTh	next-word	0.4463
23	test	108	CBTh	in---word	0.4012
23	test	108	CBTh	next-word	0.4164
23	test	108	RBTh	in---word	0.3859
23	test	108	RBTh	next-word	0.3921
23	test	108	CPBTh	in---word	0.4646
23	test	108	CPBTh	next-word	0.4921
23	test	108	RPBTh	in---word	0.4605
23	test	108	RPBTh	next-word	0.4536
23	test	108	STSTh	in---word	0.4544
23	test	108	STSTh	next-word	0.4647
23	test	109	CBTh	in---word	0.4268
23	test	109	CBTh	next-word	0.4282
23	test	109	RBTh	in---word	0.3995
23	test	109	RBTh	next-word	0.3849
23	test	109	CPBTh	in---word	0.4929
23	test	109	CPBTh	next-word	0.4202
23	test	109	RPBTh	in---word	0.4819
23	test	109	RPBTh	next-word	0.457
23	test	109	STSTh	in---word	0.4508
23	test	109	STSTh	next-word	0.4203
23	test	110	CBTh	in---word	0.4337
23	test	110	CBTh	next-word	0.4462
23	test	110	RBTh	in---word	0.4141
23	test	110	RBTh	next-word	0.4148
23	test	110	CPBTh	in---word	0.4857
23	test	110	CPBTh	next-word	0.4827
23	test	110	RPBTh	in---word	0.484
23	test	110	RPBTh	next-word	0.4045
23	test	110	STSTh	in---word	0.4751
23	test	110	STSTh	next-word	0.4513
23	test	111	CBTh	in---word	0.461
23	test	111	CBTh	next-word	0.4477
23	test	111	RBTh	in---word	0.4348
23	test	111	RBTh	next-word	0.3605
23	test	111	CPBTh	in---word	0.5091
23	test	111	CPBTh	next-word	0.4651
23	test	111	RPBTh	in---word	0.494
23	test	111	RPBTh	next-word	0.4407
23	test	111	STSTh	in---word	0.5015
23	test	111	STSTh	next-word	0.4409
23	test	112	CBTh	in---word	0.4434
23	test	112	CBTh	next-word	0.4475
23	test	112	RBTh	in---word	0.4019
23	test	112	RBTh	next-word	0.4144
23	test	112	CPBTh	in---word	0.5082
23	test	112	CPBTh	next-word	0.4707
23	test	112	RPBTh	in---word	0.4677
23	test	112	RPBTh	next-word	0.499
23	test	112	STSTh	in---word	0.4737
23	test	112	STSTh	next-word	0.4793
23	test	113	CBTh	in---word	0.4469
23	test	113	CBTh	next-word	0.4646
23	test	113	RBTh	in---word	0.437
23	test	113	RBTh	next-word	0.4662
23	test	113	CPBTh	in---word	0.5367
23	test	113	CPBTh	next-word	0.5023
23	test	113	RPBTh	in---word	0.498
23	test	113	RPBTh	next-word	0.4949
23	test	113	STSTh	in---word	0.5108
23	test	113	STSTh	next-word	0.5212
