15	test	100	CBTh	in---word	0.2849
15	test	100	CBTh	next-word	0.2425
15	test	100	RBTh	in---word	0.2865
15	test	100	RBTh	next-word	0.2594
15	test	100	CPBTh	in---word	0.243
15	test	100	CPBTh	next-word	0.2702
15	test	100	RPBTh	in---word	0.2876
15	test	100	RPBTh	next-word	0.2408
15	test	100	STSTh	in---word	0.255
15	test	100	STSTh	next-word	0.2883
15	test	101	CBTh	in---word	0.3349
15	test	101	CBTh	next-word	0.3106
15	test	101	RBTh	in---word	0.37
15	test	101	RBTh	next-word	0.347
15	test	101	CPBTh	in---word	0.3183
15	test	101	CPBTh	next-word	0.2994
15	test	101	RPBTh	in---word	0.3647
15	test	101	RPBTh	next-word	0.3576
15	test	101	STSTh	in---word	0.349
15	test	101	STSTh	next-word	0.3682
15	test	102	CBTh	in---word	0.3675
15	test	102	CBTh	next-word	0.3263
15	test	102	RBTh	in---word	0.4269
15	test	102	RBTh	next-word	0.3494
15	test	102	CPBTh	in---word	0.3709
15	test	102	CPBTh	next-word	0.3549
15	test	102	RPBTh	in---word	0.426
15	test	102	RPBTh	next-word	0.3882
15	test	102	STSTh	in---word	0.425
15	test	102	STSTh	next-word	0.3837
15	test	103	CBTh	in---word	0.4154
15	test	103	CBTh	next-word	0.3532
15	test	103	RBTh	in---word	0.4033
15	test	103	RBTh	next-word	0.3318
15	test	103	CPBTh	in---word	0.4643
15	test	103	CPBTh	next-word	0.4482
15	test	103	RPBTh	in---word	0.457
15	test	103	RPBTh	next-word	0.3852
15	test	103	STSTh	in---word	0.4232
15	test	103	STSTh	next-word	0.3989
15	test	104	CBTh	in---word	0.3886
15	test	104	CBTh	next-word	0.3699
15	test	104	RBTh	in---word	0.4323
15	test	104	RBTh	next-word	0.398
15	test	104	CPBTh	in---word	0.4756
15	test	104	CPBTh	next-word	0.4533
15	test	104	RPBTh	in---word	0.4897
15	test	104	RPBTh	next-word	0.4265
15	test	104	STSTh	in---word	0.4176
15	test	104	STSTh	next-word	0.4231
15	test	105	CBTh	in---word	0.4114
15	test	105	CBTh	next-word	0.3935
15	test	105	RBTh	in---word	0.4287
15	test	105	RBTh	next-word	0.3892
15	test	105	CPBTh	in---word	0.4728
15	test	105	CPBTh	next-word	0.4688
15	test	105	RPBTh	in---word	0.4689
15	test	105	RPBTh	next-word	0.4604
15	test	105	STSTh	in---word	0.4458
15	test	105	STSTh	next-word	0.4127
15	test	106	CBTh	in---word	0.43
15	test	106	CBTh	next-word	0.4322
15	test	106	RBTh	in---word	0.4396
15	test	106	RBTh	next-word	0.3779
15	test	106	CPBTh	in---word	0.5103
15	test	106	CPBTh	next-word	0.455
15	test	106	RPBTh	in---word	0.509
15	test	106	RPBTh	next-word	0.4388
15	test	106	STSTh	in---word	0.4482
15	test	106	STSTh	next-word	0.4201
15	test	107	CBTh	in---word	0.4356
15	test	107	CBTh	next-word	0.4134
15	test	107	RBTh	in---word	0.458
15	test	107	RBTh	next-word	0.4303
15	test	107	CPBTh	in---word	0.5433
15	test	107	CPBTh	next-word	0.4763
15	test	107	RPBTh	in---word	0.5011
15	test	107	RPBTh	next-word	0.4621
15	test	107	STSTh	in---word	0.4789
15	test	107	STSTh	next-word	0.4346
15	test	108	CBTh	in---word	0.4772
15	test	108	CBTh	next-word	0.4196
15	test	108	RBTh	in---word	0.4299
15	test	108	RBTh	next-word	0.4245
15	test	108	CPBTh	in---word	0.5189
15	test	108	CPBTh	next-word	0.4839
15	test	108	RPBTh	in---word	0.405
15	test	108	RPBTh	next-word	0.4562
15	test	108	STSTh	in---word	0.4838
15	test	108	STSTh	next-word	0.4601
15	test	109	CBTh	in---word	0.4584
15	test	109	CBTh	next-word	0.4279
15	test	109	RBTh	in---word	0.4499
15	test	109	RBTh	next-word	0.4435
15	test	109	CPBTh	in---word	0.4976
15	test	109	CPBTh	next-word	0.5273
15	test	109	RPBTh	in---word	0.4566
15	test	109	RPBTh	next-word	0.4955
15	test	109	STSTh	in---word	0.5158
15	test	109	STSTh	next-word	0.4874
15	test	110	CBTh	in---word	0.4865
15	test	110	CBTh	next-word	0.4639
15	test	110	RBTh	in---word	0.4824
15	test	110	RBTh	next-word	0.4564
15	test	110	CPBTh	in---word	0.516
15	test	110	CPBTh	next-word	0.5096
15	test	110	RPBTh	in---word	0.5598
15	test	110	RPBTh	next-word	0.5006
15	test	110	STSTh	in---word	0.5336
15	test	110	STSTh	next-word	0.4999
15	test	111	CBTh	in---word	0.4821
15	test	111	CBTh	next-word	0.4342
15	test	111	RBTh	in---word	0.4676
15	test	111	RBTh	next-word	0.4483
15	test	111	CPBTh	in---word	0.56
15	test	111	CPBTh	next-word	0.4972
15	test	111	RPBTh	in---word	0.5194
15	test	111	RPBTh	next-word	0.5025
15	test	111	STSTh	in---word	0.5162
15	test	111	STSTh	next-word	0.4929
15	test	112	CBTh	in---word	0.4874
15	test	112	CBTh	next-word	0.4819
15	test	112	RBTh	in---word	0.5005
15	test	112	RBTh	next-word	0.4779
15	test	112	CPBTh	in---word	0.5016
15	test	112	CPBTh	next-word	0.528
15	test	112	RPBTh	in---word	0.5249
15	test	112	RPBTh	next-word	0.4884
15	test	112	STSTh	in---word	0.5199
15	test	112	STSTh	next-word	0.5064
15	test	113	CBTh	in---word	0.5068
15	test	113	CBTh	next-word	0.462
15	test	113	RBTh	in---word	0.5222
15	test	113	RBTh	next-word	0.4526
15	test	113	CPBTh	in---word	0.5316
15	test	113	CPBTh	next-word	0.5437
15	test	113	RPBTh	in---word	0.5338
15	test	113	RPBTh	next-word	0.4772
15	test	113	STSTh	in---word	0.5243
15	test	113	STSTh	next-word	0.5106
15	test	114	CBTh	in---word	0.4961
15	test	114	CBTh	next-word	0.4645
15	test	114	RBTh	in---word	0.5363
15	test	114	RBTh	next-word	0.4375
15	test	114	CPBTh	in---word	0.5372
15	test	114	CPBTh	next-word	0.5324
15	test	114	RPBTh	in---word	0.5486
15	test	114	RPBTh	next-word	0.4791
15	test	114	STSTh	in---word	0.5637
15	test	114	STSTh	next-word	0.502
15	test	115	CBTh	in---word	0.4625
15	test	115	CBTh	next-word	0.4894
15	test	115	RBTh	in---word	0.5235
15	test	115	RBTh	next-word	0.4418
15	test	115	CPBTh	in---word	0.5098
15	test	115	CPBTh	next-word	0.524
15	test	115	RPBTh	in---word	0.54
15	test	115	RPBTh	next-word	0.4781
15	test	115	STSTh	in---word	0.5297
15	test	115	STSTh	next-word	0.4905
15	test	116	CBTh	in---word	0.4676
15	test	116	CBTh	next-word	0.4464
15	test	116	RBTh	in---word	0.5403
15	test	116	RBTh	next-word	0.4415
15	test	116	CPBTh	in---word	0.5409
15	test	116	CPBTh	next-word	0.5106
15	test	116	RPBTh	in---word	0.5818
15	test	116	RPBTh	next-word	0.5026
15	test	116	STSTh	in---word	0.5683
15	test	116	STSTh	next-word	0.5105
15	test	117	CBTh	in---word	0.5469
15	test	117	CBTh	next-word	0.4629
15	test	117	RBTh	in---word	0.5539
15	test	117	RBTh	next-word	0.4787
15	test	117	CPBTh	in---word	0.5624
